date,review_count,snapshot_date
2021-03-31,1220,"23 September, 2025"
2021-04-30,1235,"23 September, 2025"
2021-05-31,1939,"23 September, 2025"
2021-06-30,2627,"23 September, 2025"
2021-07-31,4257,"23 September, 2025"
2021-08-31,5966,"23 September, 2025"
2021-09-30,5277,"23 September, 2025"
2021-10-31,5860,"23 September, 2025"
2021-11-30,5391,"23 September, 2025"
2021-12-31,3932,"23 September, 2025"
2022-01-31,3478,"23 September, 2025"
2022-02-28,3511,"23 September, 2025"
2022-03-31,4745,"23 September, 2025"
2022-04-30,6418,"23 September, 2025"
2022-05-31,7340,"23 September, 2025"
2022-06-30,7570,"23 September, 2025"
2022-07-31,8396,"23 September, 2025"
2022-08-31,7910,"23 September, 2025"
2022-09-30,8203,"23 September, 2025"
2022-10-31,7801,"23 September, 2025"
2022-11-30,6491,"23 September, 2025"
2022-12-31,5443,"23 September, 2025"
2023-01-31,5477,"23 September, 2025"
2023-02-28,5738,"23 September, 2025"
2023-03-31,6550,"23 September, 2025"
2023-04-30,7790,"23 September, 2025"
2023-05-31,8947,"23 September, 2025"
2023-06-30,9174,"23 September, 2025"
2023-07-31,9786,"23 September, 2025"
2023-08-31,8721,"23 September, 2025"
2023-09-30,9941,"23 September, 2025"
2023-10-31,9597,"23 September, 2025"
2023-11-30,7069,"23 September, 2025"
2023-12-31,6844,"23 September, 2025"
2024-01-31,6065,"23 September, 2025"
2024-02-29,6646,"23 September, 2025"
2024-03-31,8315,"23 September, 2025"
2024-04-30,9694,"23 September, 2025"
2024-05-31,11179,"23 September, 2025"
2024-06-30,12954,"23 September, 2025"
2024-07-31,12691,"23 September, 2025"
2024-08-31,11426,"23 September, 2025"
2024-09-30,13154,"23 September, 2025"
2024-10-31,11705,"23 September, 2025"
2024-11-30,8894,"23 September, 2025"
2024-12-31,8765,"23 September, 2025"
2025-01-31,7531,"23 September, 2025"
2025-02-28,8630,"23 September, 2025"
2025-03-31,10075,"23 September, 2025"
2025-04-30,11746,"23 September, 2025"
2025-05-31,13377,"23 September, 2025"
2025-06-30,14479,"23 September, 2025"
2025-07-31,14584,"23 September, 2025"
2025-08-31,13576,"23 September, 2025"
2025-09-30,7816,"23 September, 2025"
